,phase,IW LL,MMD,PPL,distortion,elbo,kl_prior_post,mean_mean,mean_scale,std_across_x_mean,std_across_x_scale,std_across_z_mean,std_across_z_scale,hyper params,objective,l_rate,dataset,image_or_language,beta_beta,free_bits,mdr_value,l_mmd,decoder,run_name
INFO-VAE l_Rate 0.1 l_MMD 100 dec: PixelCNN++,train,,0.00027942657470703125,,79.06382134869276,-79.0680785508412,0.00425937735115933,-0.00668802908371629,0.9961374379179971,2.1950477724754945e-05,7.314829989951258e-05,0.024249390420287162,0.011696654524358795,"{'objective': 'INFO-VAE', 'l_rate': 0.1, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.1, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:50:21'}",INFO-VAE,0.1,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.1, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:50:21"
INFO-VAE l_Rate 0.5 l_MMD 1 dec: CNN.T,test,-91.17873536682129,0.020575642585754395,,68.9716777077204,-94.50622529621366,25.534547733355172,0.005742138477032739,0.09480199708214289,1.063578249532965,0.037635858111743685,1.03107956014102,0.04055114755336242,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:35'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:35"
INFO-VAE l_Rate 0.5 l_MMD 1 dec: CNN.T,valid,-89.73950266647338,0.020473718643188477,,69.11191056649896,-94.7280300478392,25.61611977106408,0.015252176975784234,0.0943147503311121,1.067962789837318,0.0374672931347844,1.0353051114685927,0.040091516615092,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:35'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:35"
INFO-VAE l_Rate 0.5 l_MMD 1 dec: CNN.T,train,,0.022318482398986816,,65.76431954425314,-91.430788298702,25.666468671520654,0.01839787927475553,0.09458694227821077,1.0747472090489418,0.03753235784199689,1.0417861801279171,0.040304149565336955,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:35'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:35"
INFO-VAE l_Rate 0.5 l_MMD 1 dec: PixelCNN++,test,-83.36723782348633,0.005738258361816406,,57.97900274735463,-84.17856327491471,26.199560793140268,-0.015472757454321992,0.09122571320850638,1.020917391475243,0.021133198721122137,1.001638802546489,0.05913996880378904,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:37:43'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:37:43"
INFO-VAE l_Rate 0.5 l_MMD 1 dec: PixelCNN++,valid,-80.66906530761719,0.003956198692321777,,58.32411102101773,-84.51419782034958,26.190087378779545,-0.005862943388969649,0.09131570990327038,1.0233971438830411,0.020934844012313252,0.9977506783944142,0.05922211584033845,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:37:43'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:37:43"
INFO-VAE l_Rate 0.5 l_MMD 1 dec: PixelCNN++,train,,0.0036089420318603516,,56.1508922528123,-82.3098461414542,26.158953693516725,-0.010418914702071574,0.09148137846871106,1.0211237665942259,0.021220353200955465,0.9961515515661605,0.05939358368973293,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:37:43'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:37:43"
INFO-VAE l_Rate 0.5 l_MMD 100 dec: CNN.T,test,-94.12255720901489,0.0056771039962768555,,69.31368062466005,-94.27610778808594,24.962427018563957,0.016892957254651862,0.09630067872850201,0.9753726185122623,0.043138766284041764,0.9461292986628376,0.047684211378233345,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:39:05'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:39:05"
INFO-VAE l_Rate 0.5 l_MMD 100 dec: CNN.T,valid,-91.04680743789673,0.0029305219650268555,,69.56839858429342,-94.68760256224041,25.119203784797765,0.019003890413508008,0.09692595352100421,0.9977696432343012,0.043327553551408306,0.9688057039357438,0.0478295500897154,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:39:05'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:39:05"
INFO-VAE l_Rate 0.5 l_MMD 100 dec: CNN.T,train,,0.002989530563354492,,66.11815381842806,-91.28611558294662,25.167961764518562,0.018248458935786426,0.09737156920344628,1.0079984532292847,0.0433243360856305,0.9772511934075514,0.04807477355803675,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:39:05'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:39:05"
INFO-VAE l_Rate 0.5 l_MMD 100 dec: PixelCNN++,test,-81.1664352722168,1.621246337890625e-05,,80.43058255352551,-80.43342628961877,0.0028431853426832566,0.0008466976895173894,0.9976203381260739,0.00010176950889194526,0.0004129932572198678,0.01870716474007202,0.011560460729406604,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05"
INFO-VAE l_Rate 0.5 l_MMD 100 dec: PixelCNN++,valid,-80.65822495269775,1.1920928955078125e-07,,80.76629571069645,-80.769140122812,0.0028437731634306756,0.0008467072149432158,0.9976096009906334,0.00010206106940764769,0.0004115150622504799,0.01870778118130527,0.011560315678862832,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05"
INFO-VAE l_Rate 0.5 l_MMD 100 dec: PixelCNN++,train,,3.910064697265625e-05,,79.53287291465818,-79.53571688366668,0.002843711309044448,0.000846737677611344,0.9976118935648438,0.00010255124987712812,0.00041531140657315684,0.01870776652394201,0.011560431059897708,"{'objective': 'INFO-VAE', 'l_rate': 0.5, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05'}",INFO-VAE,0.5,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=0.5, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05"
INFO-VAE l_Rate 1 l_MMD 1 dec: CNN.T,test,-90.13330006027222,0.011654019355773926,,72.42348142213459,-93.05896314789977,20.635481749908834,-0.013100948657021163,0.15379428656040867,1.0101392540750624,0.06667258095326303,0.9975690607783161,0.07228687372577342,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25"
INFO-VAE l_Rate 1 l_MMD 1 dec: CNN.T,valid,-91.07477459335327,0.010445117950439453,,72.90135579169551,-93.64265374292302,20.741297589072698,-0.016221221994691164,0.15333426658865773,1.0198232214662093,0.06700666178065011,1.0029012447671046,0.07189487896953957,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25"
INFO-VAE l_Rate 1 l_MMD 1 dec: CNN.T,train,,0.0107649564743042,,70.58539075924612,-91.32373571761734,20.73834497788373,-0.019722740820762665,0.15419637718621423,1.0236146529312329,0.06731305164678017,1.0057985750610565,0.07248126970761268,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25"
INFO-VAE l_Rate 1 l_MMD 1 dec: PixelCNN++,test,-80.6426074142456,-1.9311904907226562e-05,,80.39779189870328,-80.39819094500965,0.00039921045749849064,-0.0027028867426693816,0.9964022311983229,0.00022559836241593467,0.001089459336716446,0.0061438342591724066,0.0023796648358855445,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:35:41'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:35:41"
INFO-VAE l_Rate 1 l_MMD 1 dec: PixelCNN++,valid,-80.02266007614136,0.00017440319061279297,,80.62025635151923,-80.62065201771411,0.0003958919518067254,-0.002705932559469078,0.9964468365983118,0.0002232458351454049,0.0010744791766746512,0.006146850618474846,0.0023783170028672186,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:35:41'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:35:41"
INFO-VAE l_Rate 1 l_MMD 1 dec: PixelCNN++,train,,-6.914138793945312e-05,,78.40324762837051,-78.40364295198485,0.0003953130819442946,-0.0027074242365615598,0.9964562046253468,0.00022240009978669636,0.0010771750997397049,0.006147795344900597,0.0023780414498770787,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:35:41'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:35:41"
INFO-VAE l_Rate 1 l_MMD 100 dec: CNN.T,test,-90.54149403762817,0.004053473472595215,,72.61867185182209,-92.97111907186387,20.352447582196586,0.008642026539331986,0.15937641866599458,0.9616117673584178,0.08206999891355068,0.9371035234837592,0.08627091433051266,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25"
INFO-VAE l_Rate 1 l_MMD 100 dec: CNN.T,valid,-90.98738236236572,0.0027518272399902344,,72.91318608537505,-93.40524968014488,20.49206369134444,0.012649568185616208,0.16087004108519493,0.988276498981669,0.08220514216566388,0.9618679760377619,0.08661590063873725,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25"
INFO-VAE l_Rate 1 l_MMD 100 dec: CNN.T,train,,0.0028238296508789062,,70.25305292856358,-90.75873440793713,20.505681435470386,0.008392477093994363,0.1615507904144809,0.9931170371792201,0.08245602473997704,0.9666216294173999,0.08712790304285181,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-15:12:25"
INFO-VAE l_Rate 1 l_MMD 100 dec: PixelCNN++,test,-81.29889223480225,0.00010037422180175781,,80.52276717560201,-80.52529260176647,0.0025271835023702323,0.003507776459961941,1.0038368234151527,4.51478951583363e-05,7.308027474946473e-05,0.02002198840904085,0.007574021492059095,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:36:59'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:36:59"
INFO-VAE l_Rate 1 l_MMD 100 dec: PixelCNN++,valid,-81.58749993896484,-2.110004425048828e-05,,80.92335819292673,-80.92588361909118,0.0025271540478201985,0.003508037657630217,1.0038367464572568,4.49942544716428e-05,7.359783673184464e-05,0.020021799220880376,0.007574027068205649,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:36:59'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:36:59"
INFO-VAE l_Rate 1 l_MMD 100 dec: PixelCNN++,train,,6.92605972290039e-05,,79.64600114749216,-79.64852657464459,0.0025271458141600993,0.003508079362332897,1.0038364357350733,4.511948001025842e-05,7.297931470462512e-05,0.02002189356042906,0.007574011776548669,"{'objective': 'INFO-VAE', 'l_rate': 1.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:36:59'}",INFO-VAE,1.0,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=1.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-16:36:59"
INFO-VAE l_Rate 2 l_MMD 1 dec: CNN.T,test,-90.67050429916382,0.005540013313293457,,79.23907219609127,-94.8707032988343,15.63163113895851,0.03032393385788803,0.2546088472951817,0.9537426950056341,0.10381042627216894,0.934774835652943,0.13503793325228028,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:51:08'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:51:08"
