,phase,IW LL,MMD,PPL,distortion,elbo,kl_prior_post,mean_mean,mean_scale,std_across_x_mean,std_across_x_scale,std_across_z_mean,std_across_z_scale,hyper params,objective,l_rate,dataset,image_or_language,beta_beta,free_bits,mdr_value,l_mmd,decoder,run_name
INFO-VAE l_Rate 2 l_MMD 1 dec: CNN.T,valid,-90.90273692703246,0.004204511642456055,,79.77945767173284,-95.51696197896064,15.737504295155972,0.011967495434252174,0.2550952049750316,0.9693161807482755,0.10352690234968934,0.9502354264259338,0.13478849120909656,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:51:08'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:51:08"
INFO-VAE l_Rate 2 l_MMD 1 dec: CNN.T,train,,0.005516529083251953,,78.13264529723341,-93.85821648326981,15.725571220183312,0.012498838494283125,0.2563131325842474,0.9720844611182542,0.103526346880914,0.9530204202208068,0.1356762290915565,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:51:08'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:51:08"
INFO-VAE l_Rate 2 l_MMD 1 dec: PixelCNN++,test,-80.97480660247803,0.0005536079406738281,,80.24545403975475,-80.24813205380983,0.0026775445594582,-0.00036040519119558644,0.9843241904355302,7.766089783205953e-06,9.09087817329041e-05,0.00563320022995902,0.002639578322325892,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05"
INFO-VAE l_Rate 2 l_MMD 1 dec: PixelCNN++,valid,-80.67017374420166,0.00033271312713623047,,80.55277648153184,-80.5554536264154,0.0026764766507652365,-0.00036025555514070334,0.984327564511118,7.719567920388197e-06,9.035022746582951e-05,0.005633428315573101,0.0026393593465791473,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05"
INFO-VAE l_Rate 2 l_MMD 1 dec: PixelCNN++,train,,0.00018656253814697266,,78.78772563885545,-78.79040197582196,0.0026760235580060715,-0.00036019201340127614,0.9843289916167783,7.66345044289118e-06,8.968475570692621e-05,0.005633524820313353,0.0026392663657531868,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:05"
INFO-VAE l_Rate 2 l_MMD 100 dec: CNN.T,test,-89.8383899269104,0.003444194793701172,,78.7276840209961,-94.53116221367559,15.803478096104875,-0.012756998348639264,0.25252069532871246,0.9345939687535733,0.11021525271331208,0.9117470278015619,0.14508370130876952,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-18:13:18'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-18:13:18"
INFO-VAE l_Rate 2 l_MMD 100 dec: CNN.T,valid,-89.80461003875732,0.0021147727966308594,,79.3985258657721,-95.29085270362565,15.892326548129697,-0.0019767064279935594,0.25403801059421105,0.9524909982198402,0.1099803436406051,0.9267384357090238,0.14547613678099233,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-18:13:18'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-18:13:18"
INFO-VAE l_Rate 2 l_MMD 100 dec: CNN.T,train,,0.0020099878311157227,,77.60181202607997,-93.5021923874955,15.900380534589138,-0.0007578560994575372,0.2553560780289838,0.9576236989796924,0.11013422586271525,0.9324922349751757,0.14650720045389726,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-18:13:18'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-18:13:18"
INFO-VAE l_Rate 2 l_MMD 100 dec: PixelCNN++,test,-80.25878120803833,0.0015534162521362305,,80.37890663629845,-80.39006081110314,0.011154553416786315,-0.007492494840127758,1.0257884248902527,3.800899894831443e-05,0.000169154975520553,0.02875207461228099,0.00797584632859577,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43"
INFO-VAE l_Rate 2 l_MMD 100 dec: PixelCNN++,valid,-80.95161013031006,0.000925898551940918,,80.74449959284142,-80.75565811350376,0.011158599329617205,-0.007492421949400177,1.0257958611355553,3.7627723480610155e-05,0.00016740680236776087,0.028752856168754493,0.007976337748615048,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43"
INFO-VAE l_Rate 2 l_MMD 100 dec: PixelCNN++,train,,0.0012072324752807617,,78.54431556252872,-78.55547469351298,0.011158964156037402,-0.007492397112719467,1.0257965207404798,3.768601774117764e-05,0.00016768497534428516,0.028752962646581937,0.007976371594859512,"{'objective': 'INFO-VAE', 'l_rate': 2.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43'}",INFO-VAE,2.0,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=2.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43"
INFO-VAE l_Rate 5 l_MMD 1 dec: CNN.T,test,-97.80313487243653,0.0023643970489501953,,102.0291862970666,-110.95389605172073,8.924710249599022,0.006949611438922378,0.4856826074515717,0.8068018412288231,0.1282528248391574,0.8081111145924919,0.25675000910517537,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:28:34'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:28:34"
INFO-VAE l_Rate 5 l_MMD 1 dec: CNN.T,valid,-96.90492641448975,0.0016200542449951172,,102.58608313451839,-111.54460105413123,8.958518257623986,0.010618396408603927,0.48733493497100056,0.8172513646415517,0.12873532905986038,0.8169205588630483,0.2558051613689978,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:28:34'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:28:34"
INFO-VAE l_Rate 5 l_MMD 1 dec: CNN.T,train,,0.0018301010131835938,,101.74842489101088,-110.70376526425257,8.955340480560537,0.01169992987510471,0.4889972075019651,0.8195849663156378,0.12913419515885355,0.8199843585948505,0.2564850722051338,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:28:34'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,1,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:28:34"
INFO-VAE l_Rate 5 l_MMD 1 dec: PixelCNN++,test,-81.03815546417236,0.0001068115234375,,80.4294520510903,-80.42964278595358,0.00018906560295432382,0.0008017382285369065,1.0033654729022254,5.202679231048553e-06,6.308890253790253e-05,0.0037645435290811938,0.000998869035805611,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43"
INFO-VAE l_Rate 5 l_MMD 1 dec: PixelCNN++,valid,-81.96538412094117,6.008148193359375e-05,,80.71550171284736,-80.71569244771064,0.00018921385915608062,0.0008017020388447408,1.0033676111245458,5.132749628259423e-06,6.219659710179166e-05,0.003764705641100867,0.0009988917721600473,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43"
INFO-VAE l_Rate 5 l_MMD 1 dec: PixelCNN++,train,,0.00016033649444580078,,79.07788452772839,-79.07807526259167,0.0001892540973070485,0.0008016919003813849,1.0033681901824443,5.124479672243528e-06,6.210944489733723e-05,0.0037647489561935137,0.0009988980826890796,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 1, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,1,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=1.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:43"
INFO-VAE l_Rate 5 l_MMD 100 dec: CNN.T,test,-97.57917684173584,0.0013214349746704102,,101.58177581014512,-110.62078635300261,9.039010542857495,0.018179474282262645,0.48694204944598524,0.8011590408373482,0.13688916939346096,0.7983675893348984,0.26881522506098204,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:36:05'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:36:05"
INFO-VAE l_Rate 5 l_MMD 100 dec: CNN.T,valid,-99.4191826324463,0.0010868310928344727,,102.35616988169996,-111.4306364421603,9.074466355239288,0.005825364414773457,0.48953117109552213,0.8113300264636173,0.13832846095290366,0.8111112396928328,0.2687379438665849,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:36:05'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:36:05"
INFO-VAE l_Rate 5 l_MMD 100 dec: CNN.T,train,,0.0015196800231933594,,101.19276506272728,-110.26019665652224,9.067431581599633,0.0053707433325123006,0.491279185428034,0.812505898420768,0.13847339545826778,0.8119575544391446,0.2694040425598164,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'basic_deconv_decoder', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:36:05'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,100,basic_deconv_decoder,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:36:05"
INFO-VAE l_Rate 5 l_MMD 100 dec: PixelCNN++,test,-80.491333694458,0.00016176700592041016,,80.50303775449342,-80.50625832473176,0.003221872371703952,-0.0021948570420941976,0.9904357753222501,3.5557598528589265e-05,7.98324073474748e-05,0.02108454525093489,0.005544344393560026,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:36'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:36"
INFO-VAE l_Rate 5 l_MMD 100 dec: PixelCNN++,valid,-81.4186974143982,0.0006667375564575195,,80.84309947339794,-80.84631946418858,0.0032214449653755637,-0.002195056560272469,0.9904378026346617,3.5390357741654285e-05,7.922479304812165e-05,0.02108430282413205,0.005544391413561151,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:36'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:36"
INFO-VAE l_Rate 5 l_MMD 100 dec: PixelCNN++,train,,0.0004723072052001953,,79.24462574522208,-79.24784585703974,0.0032213093448535102,-0.002195213830260479,0.9904384652671911,3.5162811958626426e-05,7.871608590380268e-05,0.02108423634315543,0.005544423978404164,"{'objective': 'INFO-VAE', 'l_rate': 5.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.0, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 100, 'decoder': 'cond_pixel_cnn_pp', 'run_name': '(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:36'}",INFO-VAE,5.0,bmnist,image,0.0,0,0,100,cond_pixel_cnn_pp,"(inf-vae-exp 5 oct) INFO-VAE[l_1_rate=5.0, l_2_mmd=100.0] | q(z|x) independent_gaussian | p(x|z) cond_pixel_cnn_pp | p(z) isotropic_gaussian | D = 10 | 2021-10-05-19:38:36"
BETA-VAE beta 0.25 dec: CNN.T,test,-97.16910308074951,0.060469985008239746,,67.78352645680874,-98.45427307901504,30.670746525631674,0.09120596080865193,0.059999092423085924,1.1417588553851163,0.020431898746498024,1.134791802756394,0.018333000142740297,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.25, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-11:39:10'}",BETA-VAE,0.0,bmnist,image,0.25,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-11:39:10
BETA-VAE beta 0.25 dec: CNN.T,valid,-95.5830135269165,0.0541611909866333,,67.96439366400996,-98.75226390210888,30.787870600253722,0.08781936097465738,0.05955422051911113,1.148483001733128,0.020392168949865088,1.1375115551526034,0.018232582797166667,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.25, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-11:39:10'}",BETA-VAE,0.0,bmnist,image,0.25,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-11:39:10
BETA-VAE beta 0.25 dec: CNN.T,train,,0.05619823932647705,,63.533914102617736,-94.3974079805262,30.863493516926876,0.08141083225263687,0.05952027030384449,1.1546078508772204,0.020363048257310983,1.1426650861949872,0.018283543348445765,"{'objective': 'BETA-VAE', 'l_rate': 0.0, 'dataset': 'bmnist', 'image_or_language': 'image', 'beta_beta': 0.25, 'free_bits': 0, 'mdr_value': 0, 'l_mmd': 0, 'decoder': 'basic_deconv_decoder', 'run_name': '(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-11:39:10'}",BETA-VAE,0.0,bmnist,image,0.25,0,0,0,basic_deconv_decoder,(beta-vae-exp 6 oct) B-VAE[b=0.25] | q(z|x) independent_gaussian | p(x|z) basic_deconv_decoder | p(z) isotropic_gaussian | D = 10 | 2021-10-06-11:39:10
